Index,Country,Client,ISP,Subnets,Aggregate
1701,230,894,18,192,1334
1736,230,894,18,192,1334
937,56,894,373,7,1330
1521,230,894,123,81,1328
1358,1,894,373,56,1324
1776,230,894,3,192,1319
1781,230,894,3,192,1319
851,37,894,373,12,1316
897,37,894,373,11,1315
870,37,894,373,9,1313
886,37,894,373,9,1313
1329,230,894,145,42,1311
1623,687,146,373,100,1306
1368,230,894,123,56,1303
1386,230,894,123,56,1303
1453,230,894,123,52,1299
1484,230,894,123,49,1296
176,111,189,145,850,1295
191,111,189,145,850,1295
215,111,189,145,850,1295
258,111,189,145,850,1295
267,111,189,145,850,1295
295,111,189,145,850,1295
369,111,189,145,850,1295
227,230,189,25,850,1294
1796,62,894,145,192,1293
1316,230,894,123,42,1289
718,230,189,18,850,1287
1567,687,146,373,81,1287
1297,230,894,123,38,1285
1703,70,894,123,192,1279
1742,70,894,123,192,1279
1775,70,894,123,192,1279
994,230,894,145,4,1273
654,230,189,2,850,1271
1135,230,894,123,17,1264
1153,230,894,123,17,1264
109,79,189,145,850,1263
113,79,189,145,850,1263
211,79,189,145,850,1263
625,79,189,145,850,1263
682,79,189,145,850,1263
711,79,189,145,850,1263
788,79,189,145,850,1263
1042,230,894,123,10,1257
947,230,894,123,9,1256
936,230,894,123,7,1254
933,230,894,123,6,1253
40,111,146,145,850,1252
56,111,146,145,850,1252
178,111,146,145,850,1252
305,111,146,145,850,1252
330,111,146,145,850,1252
459,111,146,145,850,1252
580,111,146,145,850,1252
658,111,146,145,850,1252
722,111,146,145,850,1252
960,230,894,123,5,1252
925,230,894,123,3,1250
963,230,894,123,2,1249
1654,230,894,25,100,1249
1598,230,894,20,100,1244
52,70,189,123,850,1232
89,70,189,123,850,1232
195,70,189,123,850,1232
400,70,189,123,850,1232
665,70,189,123,850,1232
689,70,189,123,850,1232
727,70,189,123,850,1232
767,70,189,123,850,1232
43,230,146,2,850,1228
622,230,146,1,850,1227
1681,230,894,3,100,1227
1543,230,894,20,81,1225
1544,230,894,20,81,1225
1572,230,894,20,81,1225
1591,230,894,20,81,1225
1537,230,894,18,81,1223
112,79,146,145,850,1220
157,79,146,145,850,1220
259,79,146,145,850,1220
291,79,146,145,850,1220
300,79,146,145,850,1220
474,79,146,145,850,1220
509,79,146,145,850,1220
1597,79,894,145,100,1218
135,230,10,123,850,1213
319,230,10,123,850,1213
579,230,10,123,850,1213
704,230,10,123,850,1213
196,23,189,145,850,1207
272,23,189,145,850,1207
1409,230,894,21,56,1201
1546,79,894,145,81,1199
1335,230,894,28,42,1194
1435,230,894,18,52,1194
1477,230,894,21,49,1194
1481,230,894,20,49,1193
1485,230,894,20,49,1193
1487,230,894,20,49,1193
1500,230,894,20,49,1193
1291,230,894,28,38,1190
1302,230,894,28,38,1190
2,70,146,123,850,1189
93,70,146,123,850,1189
96,70,146,123,850,1189
145,70,146,123,850,1189
467,70,146,123,850,1189
483,70,146,123,850,1189
560,70,146,123,850,1189
1614,70,894,123,100,1187
1285,230,894,20,38,1182
603,39,146,145,850,1180
782,39,146,145,850,1180
1186,230,894,28,26,1178
1196,230,894,25,26,1175
1170,230,894,28,22,1174
1380,79,894,145,56,1174
1248,230,894,28,20,1172
1251,230,894,28,20,1172
1254,230,894,28,20,1172
1187,230,894,21,26,1171
1261,230,894,28,19,1171
857,230,894,34,12,1170
1423,79,894,145,52,1170
8,111,189,19,850,1169
29,111,189,19,850,1169
72,111,189,19,850,1169
171,111,189,19,850,1169
188,111,189,19,850,1169
189,111,189,19,850,1169
243,111,189,19,850,1169
359,111,189,19,850,1169
428,111,189,19,850,1169
643,111,189,19,850,1169
764,111,189,19,850,1169
769,111,189,19,850,1169
1154,230,894,28,17,1169
1576,70,894,123,81,1168
1806,79,894,3,192,1168
1352,230,894,1,42,1167
1746,79,894,2,192,1167
1787,79,894,2,192,1167
1718,74,894,6,192,1166
1872,79,894,1,192,1166
354,23,146,145,850,1164
410,23,146,145,850,1164
437,23,146,145,850,1164
1794,62,894,16,192,1164
1841,62,894,16,192,1164
1262,230,894,20,19,1163
1273,230,894,20,19,1163
865,230,894,29,9,1162
871,230,894,29,9,1162
1053,230,894,26,12,1162
1080,230,894,25,13,1162
1128,230,894,21,17,1162
1267,230,894,18,19,1161
1036,230,894,26,10,1160
1856,49,894,25,192,1160
1875,49,894,25,192,1160
1112,230,894,18,17,1159
967,111,894,145,5,1155
1013,230,894,26,5,1155
1068,230,894,18,13,1155
1799,62,894,7,192,1155
1825,62,894,7,192,1155
1860,62,894,7,192,1155
861,230,894,18,12,1154
987,230,894,21,8,1153
1016,230,894,21,6,1151
1840,37,894,28,192,1151
1032,230,894,21,5,1150
1472,62,894,145,49,1150
992,230,894,21,2,1147
1029,230,894,18,5,1147
1712,56,894,3,192,1145
1263,230,894,1,19,1144
1372,70,894,123,56,1143
1387,70,894,123,56,1143
1580,23,894,145,81,1143
1168,79,894,145,22,1140
1176,79,894,145,22,1140
1284,62,894,145,38,1139
1307,62,894,145,38,1139
1434,70,894,123,52,1139
1257,79,894,145,19,1137
1695,49,894,2,192,1137
1845,49,894,2,192,1137
1488,70,894,123,49,1136
951,230,894,8,3,1135
1114,79,894,145,17,1135
1155,79,894,145,17,1135
1754,39,894,7,192,1132
1786,39,894,7,192,1132
1797,39,894,7,192,1132
1073,79,894,145,13,1131
1014,230,894,1,5,1130
1619,111,894,25,100,1130
1321,70,894,123,42,1129
1343,70,894,123,42,1129
1708,39,894,2,192,1127
1801,37,894,4,192,1127
1815,37,894,4,192,1127
1866,28,894,13,192,1127
119,111,146,19,850,1126
131,111,146,19,850,1126
250,111,146,19,850,1126
255,111,146,19,850,1126
296,111,146,19,850,1126
587,111,146,19,850,1126
750,111,146,19,850,1126
1741,37,894,3,192,1126
1282,70,894,123,38,1125
1740,28,894,10,192,1124
1777,28,894,10,192,1124
1834,28,894,10,192,1124
1784,12,894,25,192,1123
709,79,189,1,850,1119
1749,8,894,25,192,1119
1757,32,894,1,192,1119
1881,23,894,10,192,1119
186,74,189,5,850,1118
419,74,189,5,850,1118
678,74,189,5,850,1118
1103,62,894,145,17,1118
217,49,189,28,850,1116
1753,28,894,2,192,1116
679,74,189,2,850,1115
1759,21,894,8,192,1115
1079,62,894,145,13,1114
1244,79,642,373,20,1114
1628,111,894,9,100,1114
121,40,189,34,850,1113
141,40,189,34,850,1113
173,40,189,34,850,1113
192,40,189,34,850,1113
197,40,189,34,850,1113
201,40,189,34,850,1113
210,40,189,34,850,1113
228,40,189,34,850,1113
231,40,189,34,850,1113
234,40,189,34,850,1113
318,40,189,34,850,1113
364,40,189,34,850,1113
366,40,189,34,850,1113
385,40,189,34,850,1113
388,40,189,34,850,1113
391,40,189,34,850,1113
394,40,189,34,850,1113
397,40,189,34,850,1113
402,40,189,34,850,1113
429,40,189,34,850,1113
431,40,189,34,850,1113
497,40,189,34,850,1113
526,40,189,34,850,1113
619,40,189,34,850,1113
684,40,189,34,850,1113
691,40,189,34,850,1113
705,40,189,34,850,1113
707,40,189,34,850,1113
721,40,189,34,850,1113
736,40,189,34,850,1113
740,40,189,34,850,1113
742,40,189,34,850,1113
763,40,189,34,850,1113
825,40,189,34,850,1113
1194,70,894,123,26,1113
1208,70,894,123,26,1113
1713,6,894,21,192,1113
1739,6,894,21,192,1113
1773,6,894,21,192,1113
1792,6,894,21,192,1113
1884,6,894,21,192,1113
1768,23,894,2,192,1111
1798,23,894,2,192,1111
1814,23,894,2,192,1111
281,70,189,1,850,1110
1809,21,894,3,192,1110
1821,21,894,3,192,1110
1843,23,894,1,192,1110
1846,23,894,1,192,1110
1869,21,894,3,192,1110
1644,111,894,4,100,1109
55,111,146,1,850,1108
254,111,146,1,850,1108
299,111,2,145,850,1108
733,111,146,1,850,1108
1242,70,894,123,20,1107
166,39,189,28,850,1106
1861,11,894,4,192,1101
1092,70,894,123,13,1100
1216,70,894,123,13,1100
1732,8,894,6,192,1100
1780,10,894,4,192,1100
1795,10,894,4,192,1100
1807,10,894,4,192,1100
1835,8,894,6,192,1100
1883,10,894,4,192,1100
1062,70,894,123,12,1099
1067,70,894,123,12,1099
1761,11,894,2,192,1099
1039,70,894,123,10,1097
1699,3,894,8,192,1097
1728,7,894,3,192,1096
1818,7,894,3,192,1096
1730,6,894,1,192,1093
1847,5,894,2,192,1093
90,49,189,4,850,1092
207,49,189,4,850,1092
220,49,189,4,850,1092
280,49,189,4,850,1092
1010,70,894,123,5,1092
1747,3,894,3,192,1092
1831,3,894,2,192,1091
1004,70,894,123,3,1090
1870,3,894,1,192,1090
1209,37,894,145,13,1089
1823,230,642,25,192,1089
170,32,189,17,850,1088
183,32,189,17,850,1088
382,32,189,17,850,1088
522,32,189,17,850,1088
1725,1,894,1,192,1088
1868,1,894,1,192,1088
1577,111,894,1,81,1087
203,40,189,5,850,1084
225,40,189,5,850,1084
403,40,189,5,850,1084
690,40,189,5,850,1084
714,40,189,5,850,1084
103,39,189,2,850,1080
216,39,189,2,850,1080
1669,79,894,5,100,1078
1750,687,146,52,192,1077
1764,687,146,52,192,1077
1882,687,189,9,192,1077
37,12,189,25,850,1076
223,32,189,3,850,1074
244,49,146,28,850,1073
1608,74,894,5,100,1073
1667,74,894,5,100,1073
1766,687,146,48,192,1073
1346,111,894,25,42,1072
1717,230,642,8,192,1072
1607,74,894,2,100,1070
1594,49,894,25,100,1068
1689,49,894,25,100,1068
1415,111,894,9,52,1066
1720,230,642,1,192,1065
1844,230,642,1,192,1065
62,39,146,28,850,1063
708,21,189,1,850,1061
1447,111,894,2,52,1059
1451,111,894,2,52,1059
1604,62,894,3,100,1059
1662,62,894,3,100,1059
1820,687,146,33,192,1058
333,70,10,123,850,1053
495,70,10,123,850,1053
812,70,10,123,850,1053
828,70,10,123,850,1053
328,12,189,1,850,1052
60,49,146,6,850,1051
337,49,146,6,850,1051
815,49,146,4,850,1049
1533,49,894,25,81,1049
1083,111,894,28,13,1046
412,32,146,17,850,1045
449,32,146,17,850,1045
471,32,146,17,850,1045
592,32,146,17,850,1045
639,32,146,17,850,1045
771,32,146,17,850,1045
783,70,2,123,850,1045
855,111,894,28,12,1045
1600,49,894,2,100,1045
1677,49,894,1,100,1044
64,2,189,2,850,1043
730,3,189,1,850,1043
1539,62,894,5,81,1042
1666,21,894,25,100,1040
1683,37,894,4,100,1035
411,28,146,10,850,1034
1379,79,894,3,56,1032
1665,33,894,5,100,1032
1641,12,894,25,100,1031
41,32,146,2,850,1030
651,17,146,17,850,1030
1406,62,894,16,56,1028
1605,33,894,1,100,1028
1651,33,894,1,100,1028
1653,33,894,1,100,1028
1778,70,642,123,192,1027
1839,70,642,123,192,1027
1853,70,642,123,192,1027
1159,111,894,4,17,1026
1490,79,894,4,49,1026
1496,79,894,4,49,1026
1851,687,146,1,192,1026
889,111,894,9,11,1025
1403,74,894,1,56,1025
1547,49,894,1,81,1025
1235,111,894,5,14,1024
1421,62,894,16,52,1024
1213,111,894,5,13,1023
1467,74,894,6,49,1023
1511,74,894,6,49,1023
1660,21,894,8,100,1023
1009,230,642,145,5,1022
1412,74,894,2,52,1022
1503,62,894,16,49,1021
1507,74,894,2,49,1019
1663,23,894,2,100,1019
862,111,894,1,12,1018
922,111,894,9,3,1017
926,111,894,9,3,1017
927,111,894,9,3,1017
1022,111,894,4,7,1016
1520,28,894,13,81,1016
1328,62,894,16,42,1014
1120,111,894,1,7,1013
1348,687,189,95,42,1013
890,74,894,33,11,1012
891,74,894,33,11,1012
892,74,894,33,11,1012
894,74,894,33,11,1012
895,74,894,33,11,1012
896,74,894,33,11,1012
898,74,894,33,11,1012
899,74,894,33,11,1012
1002,111,894,5,1,1011
1590,33,894,3,81,1011
137,10,146,4,850,1010
883,74,894,33,9,1010
887,74,894,33,9,1010
900,74,894,33,9,1010
901,74,894,33,9,1010
903,74,894,33,9,1010
904,74,894,33,9,1010
905,74,894,33,9,1010
907,74,894,33,9,1010
908,74,894,33,9,1010
1295,62,894,16,38,1010
1305,74,894,4,38,1010
1310,74,894,4,38,1010
1311,74,894,4,38,1010
1528,33,894,2,81,1010
1532,33,894,2,81,1010
1540,32,894,3,81,1010
1574,33,894,2,81,1010
872,74,894,33,8,1009
873,74,894,33,8,1009
877,74,894,33,8,1009
878,74,894,33,8,1009
1555,33,894,1,81,1009
1564,33,894,1,81,1009
20,10,146,2,850,1008
1519,23,894,10,81,1008
414,10,146,1,850,1007
914,74,894,33,6,1007
917,74,894,33,6,1007
918,74,894,33,6,1007
1615,11,894,2,100,1007
1639,11,894,2,100,1007
911,74,894,33,5,1006
913,74,894,33,5,1006
966,74,894,33,5,1006
1593,3,894,8,100,1005
1664,687,189,29,100,1005
138,7,146,1,850,1004
920,74,894,33,3,1004
923,74,894,33,3,1004
928,74,894,33,3,1004
1100,230,642,123,9,1004
1333,62,894,3,42,1001
445,2,146,2,850,1000
1571,23,894,2,81,1000
1613,3,894,3,100,1000
1617,3,894,3,100,1000
1566,21,894,3,81,999
1622,2,894,2,100,998
1645,2,894,2,100,998
1416,49,894,2,52,997
1535,21,894,1,81,997
1536,21,894,1,81,997
1647,2,894,1,100,997
1471,49,894,4,49,996
1512,16,894,4,81,995
1414,21,894,25,52,992
1691,230,642,20,100,992
1075,79,894,5,13,991
1383,28,894,13,56,991
1107,62,894,16,17,989
1131,62,894,16,17,989
1175,70,894,3,22,989
1350,49,894,4,42,989
1429,39,894,4,52,989
1463,21,894,25,49,989
1530,8,894,6,81,989
1355,28,894,10,56,988
1396,28,894,10,56,988
1548,11,894,2,81,988
1094,79,894,4,9,986
1064,74,894,4,12,984
1146,70,894,3,17,984
1160,70,894,3,17,984
1211,687,189,95,13,984
1398,17,894,17,56,984
1401,687,146,95,56,984
1531,7,894,2,81,984
1569,7,894,2,81,984
1020,79,894,4,6,983
1360,23,894,10,56,983
1388,23,894,10,56,983
1522,4,894,4,81,983
984,74,894,6,8,982
1095,74,894,3,9,980
1268,62,894,5,19,980
1422,17,894,17,52,980
1432,17,894,17,52,980
1436,17,894,17,52,980
1457,17,894,17,52,980
1023,62,894,16,7,979
1353,39,894,4,42,979
1446,32,894,1,52,979
1491,33,894,3,49,979
1501,33,894,3,49,979
1482,33,894,2,49,978
1524,2,894,1,81,978
1015,62,894,16,5,977
1505,33,894,1,49,977
1620,687,189,1,100,977
1271,62,894,1,19,976
1486,32,894,1,49,976
1057,62,894,7,12,975
1320,37,894,1,42,974
1375,21,894,3,56,974
1408,21,894,3,56,974
1040,62,894,7,10,973
1082,62,894,4,13,973
1134,56,894,3,17,970
1317,33,894,1,42,970
1325,17,894,17,42,970
1338,17,894,17,42,970
1354,17,894,17,42,970
1441,21,894,3,52,970
1449,21,894,3,52,970
1518,687,189,13,81,970
1318,23,894,10,42,969
1326,23,894,10,42,969
935,62,894,5,7,968
1456,21,894,1,52,968
1675,687,146,34,100,967
1136,49,894,6,17,966
1172,32,894,18,22,966
1277,17,894,17,38,966
1314,28,894,1,42,965
1399,687,189,33,56,965
995,62,894,4,4,964
1163,39,894,7,22,962
943,49,894,8,9,960
944,49,894,8,9,960
949,49,894,8,9,960
1178,39,894,4,22,959
1581,687,189,2,81,959
940,49,894,8,7,958
934,49,894,8,6,957
1165,28,894,13,22,957
1236,39,894,4,20,957
1237,39,894,4,20,957
1243,39,894,4,20,957
1356,6,894,1,56,957
856,16,894,34,12,956
1177,28,894,10,22,954
1228,39,894,7,14,954
882,16,894,34,9,953
1183,23,894,10,26,953
1240,37,894,2,20,953
983,49,894,1,8,952
1008,49,894,4,5,952
1129,28,894,13,17,952
1156,28,894,13,17,952
1304,16,894,4,38,952
941,49,894,1,7,951
1113,39,894,1,17,951
1231,39,894,4,14,951
1493,4,894,4,49,951
991,49,894,4,3,950
1130,37,894,2,17,950
1440,3,894,1,52,950
1109,33,894,5,17,949
1147,28,894,10,17,949
1166,23,894,10,22,949
1199,23,894,6,26,949
1232,28,894,13,14,949
1072,28,894,13,13,948
1245,17,894,17,20,948
1250,17,894,17,20,948
1255,17,894,17,20,948
1469,4,894,1,49,948
1061,28,894,13,12,947
1142,33,894,3,17,947
1150,33,894,3,17,947
1260,17,894,17,19,947
1266,17,894,17,19,947
1290,8,894,6,38,946
1480,2,894,1,49,946
875,39,894,4,8,945
1091,33,894,5,13,945
1115,33,894,1,17,945
1118,33,894,1,17,945
1143,32,894,2,17,945
1149,33,894,1,17,945
1182,23,894,6,22,945
1192,23,894,2,26,945
1206,23,894,2,26,945
1288,12,894,1,38,945
1044,33,894,5,12,944
1066,33,894,5,12,944
955,39,894,7,2,942
1121,28,894,13,7,942
1226,33,894,1,14,942
1296,7,894,3,38,942
1300,5,894,5,38,942
929,28,894,13,6,941
931,28,894,13,6,941
1069,33,894,1,13,941
1063,33,894,1,12,940
938,28,894,10,7,939
1046,23,894,10,12,939
919,28,894,10,6,938
975,28,894,13,3,938
996,39,894,1,4,938
1270,23,894,2,19,938
997,37,894,2,4,937
1000,37,894,2,4,937
1097,33,894,1,9,937
1125,33,894,3,7,937
1222,23,894,6,14,937
1223,23,894,6,14,937
1233,23,894,6,14,937
1215,23,894,6,13,936
860,23,894,6,12,935
1464,687,189,9,49,934
957,32,894,2,5,933
863,23,894,6,9,932
868,23,894,6,9,932
888,23,894,6,9,932
902,23,894,6,9,932
876,23,894,6,8,931
962,32,894,2,2,930
993,32,894,1,2,929
1157,16,894,1,17,928
1509,687,189,2,49,927
666,62,10,4,850,926
1019,23,894,1,6,924
1202,1,894,1,26,922
1070,12,894,1,13,920
1099,16,894,1,9,920
1116,4,894,4,17,919
1161,230,642,25,22,919
1332,687,189,1,42,919
1347,687,189,1,42,919
939,16,894,1,7,918
1138,3,894,4,17,918
1084,5,894,5,13,917
1247,2,894,1,20,917
1024,11,894,4,7,916
1049,5,894,5,12,916
1144,3,894,2,17,916
1152,3,894,2,17,916
1200,230,642,18,26,916
1071,6,894,2,13,915
1210,6,894,2,13,915
945,8,894,3,9,914
1041,5,894,5,10,914
1076,6,894,1,13,914
1822,79,642,1,192,914
1148,1,894,1,17,913
1229,230,642,26,14,912
1241,230,642,20,20,912
1782,62,642,16,192,912
988,8,894,1,8,911
1230,2,894,1,14,911
1119,230,642,21,17,910
1702,74,642,2,192,910
1826,74,642,1,192,909
885,3,894,1,9,907
1030,5,894,2,5,906
998,5,894,2,4,905
1025,3,894,1,7,905
1306,79,642,145,38,904
930,2,894,1,6,903
1189,687,189,1,26,903
1857,62,642,7,192,903
970,2,894,1,3,900
1214,687,189,2,13,891
1404,70,642,123,56,891
1710,56,642,1,192,891
1504,687,146,1,49,883
1876,39,642,4,192,877
1850,37,642,4,192,875
1181,687,146,13,22,868
1714,28,642,2,192,864
1724,21,642,8,192,863
1657,111,642,5,100,858
1174,687,146,1,22,856
1658,111,642,2,100,855
1673,111,642,1,100,854
1838,16,642,4,192,854
986,687,146,9,8,850
1688,230,146,373,100,849
893,687,146,1,11,845
1123,70,642,123,7,842
932,70,642,123,6,841
1842,5,642,1,192,840
1697,2,642,1,192,837
1578,111,642,2,81,836
1735,1,642,1,192,836
1678,79,642,5,100,826
1351,111,642,28,42,823
1680,74,642,2,100,818
1085,230,189,373,13,805
1627,56,642,4,100,802
1633,49,642,1,100,792
1596,37,642,5,100,784
1656,39,642,3,100,784
1671,39,642,3,100,784
1203,111,642,4,26,783
1692,37,642,4,100,783
1603,39,642,1,100,782
1227,111,642,9,14,776
1117,111,642,1,17,771
1221,111,642,1,13,767
1625,21,642,3,100,766
1468,49,642,25,49,765
1424,62,642,5,52,761
1527,12,642,25,81,760
1340,74,642,1,42,759
1631,11,642,4,100,757
1616,4,642,4,100,750
1684,4,642,1,100,747
1272,62,642,16,19,739
1065,79,642,3,12,736
1104,74,642,3,17,736
1526,10,642,1,81,734
1589,8,642,2,81,733
1055,62,642,16,12,732
1366,33,642,1,56,732
1585,6,642,1,81,730
1448,32,642,1,52,727
1525,3,642,1,81,727
1465,17,642,17,49,725
1492,32,642,1,49,724
969,62,642,16,3,723
1738,11,146,373,192,722
1431,23,642,1,52,718
1173,39,642,4,22,707
1093,49,642,1,13,705
954,56,642,3,1,702
1191,33,642,1,26,702
1050,39,642,7,12,700
1218,39,642,4,13,698
1158,33,642,1,17,693
1141,23,642,10,17,692
1212,32,642,1,13,688
1342,3,642,1,42,688
1308,6,642,1,38,687
1018,32,642,3,6,683
1108,23,642,1,17,683
1126,17,642,17,7,683
1204,5,642,5,26,678
1033,21,642,8,5,676
1195,4,642,1,26,673
1259,8,642,2,19,671
1249,7,642,1,20,670
1110,1,642,1,17,661
1618,37,146,373,100,656
880,1,642,1,9,653
1711,230,189,20,192,631
1862,230,189,20,192,631
1552,230,146,145,81,602
985,29,189,373,8,599
1734,230,146,21,192,589
1726,230,146,7,192,575
1848,62,146,145,192,545
1640,230,189,25,100,544
1612,230,189,20,100,539
1630,230,189,20,100,539
1621,230,189,2,100,521
1670,230,189,2,100,521
1584,230,189,18,81,518
1392,230,189,21,56,496
1442,230,189,18,52,489
1495,230,189,18,49,486
1312,230,189,20,38,477
1478,230,189,1,49,469
1729,74,189,6,192,461
1819,74,189,6,192,461
1140,230,189,18,17,454
1088,230,189,21,13,453
1706,62,189,5,192,448
1476,230,146,21,49,446
1854,62,189,1,192,444
1059,79,189,145,12,425
1060,79,189,145,12,425
1793,49,146,28,192,415
1087,230,146,21,13,410
1624,111,189,5,100,405
979,62,189,145,3,399
1554,111,189,9,81,390
1561,111,189,9,81,390
1139,70,146,123,17,356
853,70,146,123,12,351
1579,79,146,5,81,311
1583,79,146,5,81,311
1322,74,189,3,42,308
1606,8,189,6,100,303
1602,8,189,1,100,298
1659,3,189,1,100,293
1275,230,1,20,38,289
1560,8,189,6,81,284
1550,49,146,1,81,277
1462,21,189,8,52,270
1122,62,189,1,7,259
1655,3,146,1,100,250
1474,4,189,1,49,243
1565,8,146,1,81,236
1007,39,189,2,5,235
1349,3,189,1,42,235
1276,49,146,1,38,234
990,33,189,1,3,226
981,23,189,4,8,224
1258,11,189,4,19,223
971,23,189,4,3,219
973,23,189,4,2,218
972,23,189,4,1,217
884,49,146,6,9,210
1246,37,146,1,20,204
