Index,Country,Client,ISP,Subnets,Aggregate,SUM
1530,8,894,6,81,989,0.52
1355,28,894,10,56,988,0.52
1396,28,894,10,56,988,0.52
1548,11,894,2,81,988,0.52
1094,79,894,4,9,986,0.52
1064,74,894,4,12,984,0.52
1146,70,894,3,17,984,0.52
1160,70,894,3,17,984,0.52
1211,687,189,95,13,984,0.52
1398,17,894,17,56,984,0.52
1401,687,146,95,56,984,0.52
1531,7,894,2,81,984,0.52
1569,7,894,2,81,984,0.52
1020,79,894,4,6,983,0.52
1360,23,894,10,56,983,0.52
1388,23,894,10,56,983,0.52
1522,4,894,4,81,983,0.52
984,74,894,6,8,982,0.52
1095,74,894,3,9,980,0.52
1268,62,894,5,19,980,0.52
1422,17,894,17,52,980,0.52
1432,17,894,17,52,980,0.52
1436,17,894,17,52,980,0.52
1457,17,894,17,52,980,0.52
1023,62,894,16,7,979,0.52
1353,39,894,4,42,979,0.52
1446,32,894,1,52,979,0.52
1491,33,894,3,49,979,0.52
1501,33,894,3,49,979,0.52
1482,33,894,2,49,978,0.52
1524,2,894,1,81,978,0.52
1015,62,894,16,5,977,0.52
1505,33,894,1,49,977,0.52
1620,687,189,1,100,977,0.52
1271,62,894,1,19,976,0.52
1486,32,894,1,49,976,0.52
1057,62,894,7,12,975,0.52
1320,37,894,1,42,974,0.52
1375,21,894,3,56,974,0.52
1408,21,894,3,56,974,0.52
1040,62,894,7,10,973,0.52
1082,62,894,4,13,973,0.52
1134,56,894,3,17,970,0.51
1317,33,894,1,42,970,0.51
1325,17,894,17,42,970,0.51
1338,17,894,17,42,970,0.51
1354,17,894,17,42,970,0.51
1441,21,894,3,52,970,0.51
1449,21,894,3,52,970,0.51
1518,687,189,13,81,970,0.51
1318,23,894,10,42,969,0.51
1326,23,894,10,42,969,0.51
935,62,894,5,7,968,0.51
1456,21,894,1,52,968,0.51
1675,687,146,34,100,967,0.51
1136,49,894,6,17,966,0.51
1172,32,894,18,22,966,0.51
1277,17,894,17,38,966,0.51
1314,28,894,1,42,965,0.51
1399,687,189,33,56,965,0.51
995,62,894,4,4,964,0.51
1163,39,894,7,22,962,0.51
943,49,894,8,9,960,0.51
944,49,894,8,9,960,0.51
949,49,894,8,9,960,0.51
1178,39,894,4,22,959,0.51
1581,687,189,2,81,959,0.51
940,49,894,8,7,958,0.51
934,49,894,8,6,957,0.51
1165,28,894,13,22,957,0.51
1236,39,894,4,20,957,0.51
1237,39,894,4,20,957,0.51
1243,39,894,4,20,957,0.51
1356,6,894,1,56,957,0.51
856,16,894,34,12,956,0.51
1177,28,894,10,22,954,0.51
1228,39,894,7,14,954,0.51
882,16,894,34,9,953,0.51
1183,23,894,10,26,953,0.51
1240,37,894,2,20,953,0.51
983,49,894,1,8,952,0.51
1008,49,894,4,5,952,0.51
1129,28,894,13,17,952,0.51
1156,28,894,13,17,952,0.51
1304,16,894,4,38,952,0.51
941,49,894,1,7,951,0.50
1113,39,894,1,17,951,0.50
1231,39,894,4,14,951,0.50
1493,4,894,4,49,951,0.50
991,49,894,4,3,950,0.50
1130,37,894,2,17,950,0.50
1440,3,894,1,52,950,0.50
1109,33,894,5,17,949,0.50
1147,28,894,10,17,949,0.50
1166,23,894,10,22,949,0.50
1199,23,894,6,26,949,0.50
1232,28,894,13,14,949,0.50
1072,28,894,13,13,948,0.50
1245,17,894,17,20,948,0.50
1250,17,894,17,20,948,0.50
1255,17,894,17,20,948,0.50
1469,4,894,1,49,948,0.50
1061,28,894,13,12,947,0.50
1142,33,894,3,17,947,0.50
1150,33,894,3,17,947,0.50
1260,17,894,17,19,947,0.50
1266,17,894,17,19,947,0.50
1290,8,894,6,38,946,0.50
1480,2,894,1,49,946,0.50
875,39,894,4,8,945,0.50
1091,33,894,5,13,945,0.50
1115,33,894,1,17,945,0.50
1118,33,894,1,17,945,0.50
1143,32,894,2,17,945,0.50
1149,33,894,1,17,945,0.50
1182,23,894,6,22,945,0.50
1192,23,894,2,26,945,0.50
1206,23,894,2,26,945,0.50
1288,12,894,1,38,945,0.50
1044,33,894,5,12,944,0.50
1066,33,894,5,12,944,0.50
955,39,894,7,2,942,0.50
1121,28,894,13,7,942,0.50
1226,33,894,1,14,942,0.50
1296,7,894,3,38,942,0.50
1300,5,894,5,38,942,0.50
929,28,894,13,6,941,0.50
931,28,894,13,6,941,0.50
1069,33,894,1,13,941,0.50
1063,33,894,1,12,940,0.50
938,28,894,10,7,939,0.50
1046,23,894,10,12,939,0.50
919,28,894,10,6,938,0.50
975,28,894,13,3,938,0.50
996,39,894,1,4,938,0.50
1270,23,894,2,19,938,0.50
997,37,894,2,4,937,0.50
1000,37,894,2,4,937,0.50
1097,33,894,1,9,937,0.50
1125,33,894,3,7,937,0.50
1222,23,894,6,14,937,0.50
1223,23,894,6,14,937,0.50
1233,23,894,6,14,937,0.50
1215,23,894,6,13,936,0.50
860,23,894,6,12,935,0.50
1464,687,189,9,49,934,0.50
957,32,894,2,5,933,0.49
863,23,894,6,9,932,0.49
868,23,894,6,9,932,0.49
888,23,894,6,9,932,0.49
902,23,894,6,9,932,0.49
876,23,894,6,8,931,0.49
962,32,894,2,2,930,0.49
993,32,894,1,2,929,0.49
1157,16,894,1,17,928,0.49
1509,687,189,2,49,927,0.49
666,62,10,4,850,926,0.49
1019,23,894,1,6,924,0.49
1202,1,894,1,26,922,0.49
1070,12,894,1,13,920,0.49
1099,16,894,1,9,920,0.49
1116,4,894,4,17,919,0.49
1161,230,642,25,22,919,0.49
1332,687,189,1,42,919,0.49
1347,687,189,1,42,919,0.49
939,16,894,1,7,918,0.49
1138,3,894,4,17,918,0.49
1084,5,894,5,13,917,0.49
1247,2,894,1,20,917,0.49
1024,11,894,4,7,916,0.49
1049,5,894,5,12,916,0.49
1144,3,894,2,17,916,0.49
1152,3,894,2,17,916,0.49
1200,230,642,18,26,916,0.49
1071,6,894,2,13,915,0.49
1210,6,894,2,13,915,0.49
945,8,894,3,9,914,0.48
1041,5,894,5,10,914,0.48
1076,6,894,1,13,914,0.48
1822,79,642,1,192,914,0.48
1148,1,894,1,17,913,0.48
1229,230,642,26,14,912,0.48
1241,230,642,20,20,912,0.48
1782,62,642,16,192,912,0.48
988,8,894,1,8,911,0.48
1230,2,894,1,14,911,0.48
1119,230,642,21,17,910,0.48
1702,74,642,2,192,910,0.48
1826,74,642,1,192,909,0.48
885,3,894,1,9,907,0.48
1030,5,894,2,5,906,0.48
998,5,894,2,4,905,0.48
1025,3,894,1,7,905,0.48
1306,79,642,145,38,904,0.48
930,2,894,1,6,903,0.48
1189,687,189,1,26,903,0.48
1857,62,642,7,192,903,0.48
970,2,894,1,3,900,0.48
1214,687,189,2,13,891,0.47
1404,70,642,123,56,891,0.47
1710,56,642,1,192,891,0.47
1504,687,146,1,49,883,0.47
1876,39,642,4,192,877,0.47
1850,37,642,4,192,875,0.46
1181,687,146,13,22,868,0.46
1714,28,642,2,192,864,0.46
1724,21,642,8,192,863,0.46
1657,111,642,5,100,858,0.46
1174,687,146,1,22,856,0.45
1658,111,642,2,100,855,0.45
1673,111,642,1,100,854,0.45
1838,16,642,4,192,854,0.45
986,687,146,9,8,850,0.45
1688,230,146,373,100,849,0.45
893,687,146,1,11,845,0.45
1123,70,642,123,7,842,0.45
932,70,642,123,6,841,0.45
1842,5,642,1,192,840,0.45
1697,2,642,1,192,837,0.44
1578,111,642,2,81,836,0.44
1735,1,642,1,192,836,0.44
1678,79,642,5,100,826,0.44
1351,111,642,28,42,823,0.44
1680,74,642,2,100,818,0.43
1085,230,189,373,13,805,0.43
1627,56,642,4,100,802,0.43
1633,49,642,1,100,792,0.42
1596,37,642,5,100,784,0.42
1656,39,642,3,100,784,0.42
1671,39,642,3,100,784,0.42
1203,111,642,4,26,783,0.42
1692,37,642,4,100,783,0.42
1603,39,642,1,100,782,0.41
1227,111,642,9,14,776,0.41
1117,111,642,1,17,771,0.41
1221,111,642,1,13,767,0.41
1625,21,642,3,100,766,0.41
1468,49,642,25,49,765,0.41
1424,62,642,5,52,761,0.40
1527,12,642,25,81,760,0.40
1340,74,642,1,42,759,0.40
1631,11,642,4,100,757,0.40
1616,4,642,4,100,750,0.40
1684,4,642,1,100,747,0.40
1272,62,642,16,19,739,0.39
1065,79,642,3,12,736,0.39
1104,74,642,3,17,736,0.39
1526,10,642,1,81,734,0.39
1589,8,642,2,81,733,0.39
1055,62,642,16,12,732,0.39
1366,33,642,1,56,732,0.39
1585,6,642,1,81,730,0.39
1448,32,642,1,52,727,0.39
1525,3,642,1,81,727,0.39
1465,17,642,17,49,725,0.38
1492,32,642,1,49,724,0.38
969,62,642,16,3,723,0.38
1738,11,146,373,192,722,0.38
1431,23,642,1,52,718,0.38
1173,39,642,4,22,707,0.38
1093,49,642,1,13,705,0.37
954,56,642,3,1,702,0.37
1191,33,642,1,26,702,0.37
1050,39,642,7,12,700,0.37
1218,39,642,4,13,698,0.37
1158,33,642,1,17,693,0.37
1141,23,642,10,17,692,0.37
1212,32,642,1,13,688,0.36
1342,3,642,1,42,688,0.36
1308,6,642,1,38,687,0.36
1018,32,642,3,6,683,0.36
1108,23,642,1,17,683,0.36
1126,17,642,17,7,683,0.36
1204,5,642,5,26,678,0.36
1033,21,642,8,5,676,0.36
1195,4,642,1,26,673,0.36
1259,8,642,2,19,671,0.36
1249,7,642,1,20,670,0.36
1110,1,642,1,17,661,0.35
1618,37,146,373,100,656,0.35
880,1,642,1,9,653,0.35
1711,230,189,20,192,631,0.33
1862,230,189,20,192,631,0.33
1552,230,146,145,81,602,0.32
985,29,189,373,8,599,0.32
1734,230,146,21,192,589,0.31
1726,230,146,7,192,575,0.31
1848,62,146,145,192,545,0.29
1640,230,189,25,100,544,0.29
1612,230,189,20,100,539,0.29
1630,230,189,20,100,539,0.29
1621,230,189,2,100,521,0.28
1670,230,189,2,100,521,0.28
1584,230,189,18,81,518,0.27
1392,230,189,21,56,496,0.26
1442,230,189,18,52,489,0.26
1495,230,189,18,49,486,0.26
1312,230,189,20,38,477,0.25
1478,230,189,1,49,469,0.25
1729,74,189,6,192,461,0.24
1819,74,189,6,192,461,0.24
1140,230,189,18,17,454,0.24
1088,230,189,21,13,453,0.24
1706,62,189,5,192,448,0.24
1476,230,146,21,49,446,0.24
1854,62,189,1,192,444,0.24
1059,79,189,145,12,425,0.23
1060,79,189,145,12,425,0.23
1793,49,146,28,192,415,0.22
1087,230,146,21,13,410,0.22
1624,111,189,5,100,405,0.21
979,62,189,145,3,399,0.21
1554,111,189,9,81,390,0.21
1561,111,189,9,81,390,0.21
1139,70,146,123,17,356,0.19
853,70,146,123,12,351,0.19
1579,79,146,5,81,311,0.16
1583,79,146,5,81,311,0.16
1322,74,189,3,42,308,0.16
1606,8,189,6,100,303,0.16
1602,8,189,1,100,298,0.16
1659,3,189,1,100,293,0.16
1275,230,1,20,38,289,0.15
1560,8,189,6,81,284,0.15
1550,49,146,1,81,277,0.15
1462,21,189,8,52,270,0.14
1122,62,189,1,7,259,0.14
1655,3,146,1,100,250,0.13
1474,4,189,1,49,243,0.13
1565,8,146,1,81,236,0.13
1007,39,189,2,5,235,0.12
1349,3,189,1,42,235,0.12
1276,49,146,1,38,234,0.12
990,33,189,1,3,226,0.12
981,23,189,4,8,224,0.12
1258,11,189,4,19,223,0.12
971,23,189,4,3,219,0.12
973,23,189,4,2,218,0.12
972,23,189,4,1,217,0.12
884,49,146,6,9,210,0.11
1246,37,146,1,20,204,0.11
